year,month,Cy,Gr1,Gr2,Di1,Di2,Go1,Go2,Cr1,Cr2,Mi,He,Om,Pr,temperature,phosphorus
1990,7,13825.92593,47305.55556,6001.851852,6655.555556,367327.7778,289268.5185,46479.62963,64259.25926,12835.18519,7527.777778,396180,420880.28,1769,9.721052632,0.035315789
1990,8,54808.66667,45425.92593,15762.96296,60703.7037,103124.0741,193129.6296,51444.44444,111666.6667,29972.22222,8298.148148,893157.35,421176.34,14952.04,11.13684211,0.036368421
1990,9,38283.33333,23103.7037,11912.96296,28185.18519,91857.40741,171387.037,39303.7037,135666.6667,23638.88889,6861.111111,842650.6,438055,8844,10.17894737,0.042631579
1990,10,60352.22222,6698.148148,5220.37037,15907.40741,117185.1852,88222.22222,45182.32716,74740.74074,15529.62963,5933.333333,509743,371805,2210,9.573684211,0.042578947
1990,11,25507.40741,1779.62963,3007.407407,46576.85185,162777.7778,77962.96296,43305.55556,73629.62963,8933.333333,4131.481481,351910,312689.88,0,7.873684211,0.043842105
1990,12,22587.03704,1211.111111,2329.62963,5782.333333,67807.40741,68629.62963,26931.48148,54407.40741,5027.777778,6274.074074,158296,90488.38,442,6.463157895,0.048052632
1991,1,45979.62963,2962.962963,3355.555556,28783.33333,51509.25926,27370.37037,51787.03704,111296.2963,7412.962963,6018.518519,189037.97,87887,0,5.394736842,0.042105263
1991,2,36029.62963,1562.962963,2237.037037,57281.48148,62318.51852,29629.62963,49431.48148,169185.1852,6111.111111,7350,103452,31832,0,4.784210526,0.045052632
1991,3,27662.96296,185.1851852,2351.851852,178924.0741,76405.55556,116629.6296,18638.88889,164000,1137.037037,3472.222222,51596.92,18350.84,0,4.557894737,0.036526316
1991,4,26164.81481,2444.444444,2766.666667,3448003.333,244614.8148,81777.77778,36474.07407,76833.33333,6881.481481,10772.22222,32205.7,16882.85,0,5.684210526,0.019684211
1991,5,11962.96296,903.7037037,14348.14815,1037296.296,35246.2963,9444.444444,11838.88889,74092.59259,5522.222222,6285.185185,1495721.63,633973,0,6.621052632,0.026368421
1991,6,7409.185185,13694.44444,1524.074074,454492.5926,15425.92593,23166.66667,18033.33333,110444.4444,37489.66667,2987.037037,996727,594171.76,0,8.489473684,0.030473684
1991,7,2873.777778,55742.59259,2864.814815,89857.40741,600666.4444,354733.3333,44940.1236,42055.55556,6794.444444,3751.851852,280053.76,112802.8,920,9.036842105,0.029736842
1991,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.697368421,0.035894737
1991,9,57318.81481,22462.96296,5146.296296,47583.33333,14344.44444,138816.6667,98545.37042,32611.11111,20257.40741,9237.037037,516800,425600,4400,10.35789474,0.042052632
1991,10,39444.2963,3527.777778,2664.814815,26068.51852,13585.18519,123918.5185,64552.39513,70129.62963,8481.481481,4638.888889,451000,275800,3540,9.347368421,0.039263158
1991,11,30793.7037,851.8518519,5970.37037,29662.96296,112172.2222,62396.2963,46483.27161,23148.14815,4750,5790.740741,473820,232540,0,7.405263158,0.030526316
1991,12,113584.7407,631.4814815,1705.555556,20646.2963,67846.2963,45677.77778,15179.91976,27981.48148,4071.185185,5185.185185,150160,79600,20,5.936842105,0.042263158
1992,1,38857.40741,925.9259259,1796.296296,19020.37037,34133.33333,17148.14815,42848.14815,75814.81481,7440.740741,6185.185185,147670,68520,0,4.784210526,0.045789474
1992,2,37055.55556,1111.111111,1211.111111,47500,31959.25926,35211.11111,14529.62963,43203.7037,3240.740741,4279.62963,130730,81280,0,4.294736842,0.039210526
1992,3,53148.14815,185.1851852,2651.851852,205946.2963,48787.03704,27870.37037,19533.95069,166759.2593,4787.037037,7990.740741,137030,97260,0,4.252631579,0.044
1992,4,42520.37037,111.1111111,3935.185185,681590.7407,51213.63333,39585.18519,14412.96296,59240.74074,2114.740741,7655.555556,114050,89290,0,4.647368421,0.033842105
1992,5,66027.40741,2240.740741,5429.62963,1060822.222,105674.8148,94911.11111,31458.64197,328833.3333,9870.37037,11064.52593,1993220.17,849771.29,0,6.505263158,0.022526316
1992,6,61629.62963,8183.333333,2879.62963,196168.5185,52916.66667,7703.703704,5687.037037,176740.7407,25575.92593,5457.407407,958480,247572.4,0,9.194736842,0.021842105
1992,7,11927.77778,53475.92593,8483.333333,118475.9259,36579.62963,2777.777778,197327.7778,79129.62963,5912.962963,3703.703704,694090,365241.92,18560,9.568421053,0.025631579
1992,8,16188.88889,41557.40741,7159.259259,202583.3333,57655.55556,33801.85185,239044.4445,66111.11111,10150,10451.85185,908530,331040,5310,11.14210526,0.030105263
1992,9,64611.11111,3201.851852,4472.222222,34296.2963,24027.77778,164529.6296,26127.77778,46703.7037,12329.62963,10461.11111,1091950,786842,8820.32,10.21578947,0.031736842
1992,10,28461.11111,2924.074074,3435.185185,12074.07407,28597.23704,57229.62963,26859.87661,56851.85185,12412.96296,2588.888889,797140,400540,1420,9.384210526,0.035
1992,11,14512.96296,983.3333333,4325.925926,31696.2963,57190.74074,25851.85185,35138.88889,17462.96296,4403.703704,4285.185185,129990,2650,5300,7.263157895,0.032105263
1992,12,51238.88889,2829.62963,3618.518519,7237.037037,38196.2963,67296.2963,16868.51852,55907.40741,8957.407407,6903.703704,152750,86630,880,6.147368421,0.035105263
1993,1,34257.40741,4450,2918.518519,38688.88889,48618.51852,45833.33333,35611.60494,59944.44444,12311.11111,2242.592593,160040,83120,0,5.247368421,0.042473684
1993,2,36994.44444,3250,3731.481481,37135.18519,77275.92593,46981.48148,16737.03704,105000,12678.59259,5833.333333,232570,204250,0,5.105263158,0.039631579
1993,3,28759.25926,2111.111111,2996.296296,247140.7407,215954.8148,26500,6962.962963,89074.07407,1371.111111,3827.777778,183315.4,55280,0,4.852631579,0.043263158
1993,4,27392.59259,2370.37037,7551.925926,3439390.37,260185.8148,30703.7037,60988.88889,40648.14815,4876.740741,7505.555556,360300,192310,0,5.394736842,0.029684211
1993,5,20350.95556,322.2222222,1792.592593,1208583.333,46040.74074,31074.07407,30933.33333,138018.5185,7027.777778,9472.222222,698130,515170.6,0,7.215789474,0.029736842
1993,6,10198.14815,6496.296296,2166.666667,315959.2593,532944.4444,131677.7778,22126.90124,93611.11111,21900,3959.259259,396420,177402.4,2880,9.363157895,0.032526316
1993,7,12401.85185,14433.33333,12507.5,388555.5556,109529.6481,162229.6296,27393.08644,177407.4074,14994.44444,7035.185185,621590,330260,1320,10.34210526,0.032368421
1993,8,33233.7037,56585.18519,5802.148148,79011.11111,47664.83333,77659.25926,82275.00016,209759.2593,24107.40741,5903.703704,271880,266590,4420,10.17894737,0.039210526
1993,9,15725.92593,8379.62963,2164.814815,14870.37037,26896.2963,20568.51852,144785.1235,87388.88889,12594.44444,5545.872222,1096747.6,692511.76,6150,9.868421053,0.034684211
1993,10,13500,8666.666667,5181.481481,20592.59259,33142.59259,57518.51852,21023.27162,62185.18519,13087.03704,3314.814815,901020,865003,0,8.747368421,0.037052632
1993,11,21096.09259,4075.925926,2312.962963,27359.25926,61009.25926,13370.37037,45294.44444,57944.44444,8107.407407,4200,278980,181710,880,7.505263158,0.040473684
1993,12,15205.55556,2011.111111,1100,17985.18519,15238.88889,29018.51852,29307.40741,38870.37037,5548.148148,3777.777778,157350,105220,880,5.089473684,0.039263158
1994,1,36561.11111,3585.185185,2574.074074,66374.07407,30783.33333,38574.07407,16029.62963,70518.51852,8435.185185,6307.407407,81320,9650,0,5.310526316,0.033684211
1994,2,41738.88889,13407.40741,3590.037037,327335.1852,108894.4444,43703.7037,17011.11111,99500,3559.259259,5127.777778,194140,131520,0,5,0.027157895
1994,3,31455.55556,3035.185185,3020.37037,213274.0741,135418.5185,42111.11111,16577.77778,80777.77778,2835.185185,4144.444444,102120,111410,0,4.984210526,0.027736842
1994,4,21353.7037,33407.40741,5255.555556,1244248.148,192200,99648.14815,19188.2717,71462.96296,4018.444444,8653.703704,249274,153730,0,5.421052632,0.021526316
1994,5,10294.44444,32661.11111,3355.555556,389887.037,114069.6481,44744.44444,12427.77778,321703.7037,11681.48148,5414.814815,808051.6,559470,0,6.931578947,0.017578947
1994,6,6266.666667,12848.14815,3355.555556,69227.77778,525263.1111,83148.14815,6865.987694,43166.66667,9938.888889,4479.62963,828954.03,281120,5000,8.636842105,0.019210526
1994,7,13250,24500,11050.09259,36011.11111,46829.62963,246140.7407,241884.8148,87759.25926,7985.185185,3100,546940,379760,30430,10.63157895,0.018263158
1994,8,28607.40741,39990.74074,6107.111111,59722.22222,25020.37037,32031.48148,15179.01235,36592.59259,33383.33333,8461.111111,919720,564590,1610,11.06315789,0.023526316
1994,9,23812.96296,22890.74074,8677.777778,32314.81481,15254.75926,48087.03704,3912.962989,67907.40741,10377.77778,4572.222222,1238504.7,696379,80,10.46315789,0.024210526
1994,10,23605.55556,7246.296296,5529.62963,137883.3333,21677.77778,125722.2222,2379.012352,84574.07407,5835.185185,3512.962963,1113105.63,666500,3050,9.589473684,0.024894737
1994,11,26342.59259,3618.518519,2757.407407,91481.48148,48207.40741,15055.55556,26088.88889,93814.81481,6596.296296,4601.851852,253845,165155,220,7.973684211,0.024894737
1994,12,22742.59259,2512.962963,2087.037037,47955.55556,27700,24259.25926,28003.7037,30666.66667,5244.444444,6055.555556,358470,113209.45,20,7.089473684,0.026157895
1995,1,22440.74074,1000,1759.259259,29348.14815,32877.77778,3409.259259,7418.518519,40074.07407,7387.037037,3094.444444,287315,86011.38,0,5.178947368,0.031631579
1995,2,34535.18519,555.5555556,3009.259259,62907.40741,51733.33333,9944.444444,5605.555556,95055.55556,2242.592593,6709.259259,159580,83813.37,0,5.252631579,0.028
1995,3,34220.37037,1768.518519,4396.296296,163196.2963,91694.44444,69814.81481,2695.679037,239444.4444,1896.296296,5242.592593,121210.82,62986.51,20,5.031578947,0.027578947
1995,4,23487.03704,6359.259259,6201.851852,834209.2593,222853.7037,80777.77778,9583.333352,70388.88889,1731.481481,3481.481481,167820,63673.16,0,5.647368421,0.022842105
1995,5,17685.18519,4947.466667,3233.333333,312222.2222,564181.6852,50722.22222,15042.59259,72981.48148,13190.74074,9148.148148,1027850,217235,0,8.063157895,0.016473684
1995,6,11250,28324.07407,2496.296296,90166.66667,30020.37037,6574.074074,4438.641983,54000,23940.74074,2472.222222,687650,214327.64,880,8.926315789,0.017105263
1995,7,5038.888889,16683.33333,2403.703704,34183.33333,623655.5556,86488.88889,23981.60494,10092.59259,3667.481481,2333.333333,826100,449932.2,19670,9.426315789,0.017263158
1995,8,9990.740741,24442.59259,12812.51852,30759.25926,181053.7037,65059.25926,18243.02471,46611.11111,4529.62963,5835.185185,597715,172630,5970,10.96315789,0.015842105
1995,9,18270.37037,6735.185185,4840.740741,71240.74074,28874.07407,214527.7778,13413.08642,146611.1111,8512.962963,4581.481481,454110,226855,4375,9.8,0.029052632
1995,10,19492.59259,8087.037037,4074.074074,147233.3333,99140.74074,106685.1852,18304.69137,84814.81481,9401.851852,4696.296296,145272.2,154670,5440,9.331578947,0.026368421
1995,11,26566.66667,5983.333333,927.7777778,38003.7037,30637.03704,46416.66667,26581.11113,30814.81481,4524.074074,4372.222222,337680,386546.29,845,8.226315789,0.029947368
1995,12,29462.96296,988.8888889,1207.407407,25592.59259,17325.92593,14585.18519,7987.037037,32333.33333,5405.555556,2533.333333,175550,130655,135,6.452631579,0.026578947
1996,1,16777.77778,47.46666667,540.7407407,37268.51852,15118.51852,4185.185185,4209.259259,49925.92593,4683.333333,2777.777778,178360,125911.24,45,5.373684211,0.033842105
1996,2,56300,894.4444444,2475.925926,37711.11111,51001.85185,24481.48148,3001.851852,81574.07407,4751.851852,4444.444444,65015.4,67110,0,4.947368421,0.037
1996,3,74218.51852,138.8888889,2603.703704,92427.77778,100653.7037,38242.59259,11875.92593,160185.1852,26229.62963,4962.962963,119598.52,70052,0,4.494736842,0.018947368
1996,4,60687.03704,8775.925926,11529.11111,1372790.741,213180.5852,168312.963,16687.88265,97240.74074,24546.22222,15116.66667,139880,172620,0,4.394736842,0.017368421
1996,5,45625.92593,28861.11111,3744.444444,1126809.259,256058.8148,167175.9259,55128.42593,34259.25926,104729.6296,12594.44444,1003375,510400,165,7.263157895,0.012789474
1996,6,21605.55556,27846.2963,1909.259259,414122.2222,110081.4815,60407.40741,22991.5434,88500,19985.18519,7607.407407,1112895,348220,1125,8.321052632,0.023789474
1996,7,33453.7037,70950,5987.037037,171453.7037,765146.0741,236370.3704,61113.31483,74833.33333,14216.66667,7922.222222,335150,176976.38,19990,9.757894737,0.017526316
1996,8,19344.35185,40088.88889,7629.518519,156740.7407,134179.6296,107916.6667,46081.60494,145296.2963,24890.74074,14062.96296,393750,484870,5220,10.42631579,0.016105263
1996,9,22724.07407,6283.333333,3431.481481,56103.7037,33574.56667,105959.2593,55679.75309,47777.77778,23087.03704,7914.814815,595730.14,240225,6020,9.826315789,0.020894737
1996,10,41259.25926,17033.33333,2612.962963,24700,198774.0741,49992.59259,14364.81481,48111.11111,17553.7037,10835.18519,216340,162530,1504.04,8.505263158,0.020473684
1996,11,44313.62963,15064.81481,2238.888889,22509.25926,82411.65556,73595.44444,15880.8642,82740.74074,20722.22222,11475.92593,294566.94,206849.08,45,7.752631579,0.028894737
1996,12,66149.92593,7744.444444,3890.740741,12183.33333,22975.92593,42620.37037,29629.25933,28259.25926,11829.62963,7307.407407,273099,154600,155,6.215789474,0.026368421
1997,1,58344.44444,5235.185185,2979.62963,26703.7037,26877.77778,41507.40741,4853.703778,25037.03704,11790.74074,9344.444444,28799.8,12496.18,0,4.852631579,0.035789474
1997,2,80211.11111,2488.888889,2838.888889,49694.44444,67633.33333,54696.2963,17564.81481,57007.40741,10848.14815,6294.444444,134150,109155,0,4.436842105,0.030526316
1997,3,58425.92593,5088.888889,3812.962963,100361.1111,141322.2222,68596.2963,8105.555556,81955.55556,29222.22222,4953.703704,151495,101465,0,4.978947368,0.022631579
1997,4,83396.24074,147398.5185,7855.925926,949235.363,164923.7037,262449.6296,24646.04938,135785.1852,141867.4074,15966.66667,168430,247720,0,5.594736842,0.016473684
1997,5,29000,80415.55556,1427.777778,288868.1481,58765.41111,226576.2963,22739.74073,173207.4074,9573.333333,11300,1328015,870858,0,7.052631579,0.018526316
1997,6,11691.48148,22690.74074,627.7777778,37360.37037,212364.4444,14133.33333,8907.037037,106444.4444,26305.18519,6844.274074,862700,303130,2150,9.015789474,0.019947368
1997,7,14105.18519,54572.96296,7360.740741,30761.48148,260003,131591.1111,65716.17282,218814.8148,20625.92593,11094.07407,1007657.9,310595,14985,9.436842105,0.017947368
1997,8,17468.81481,93113.7037,12195.24815,54188.14815,178125.9259,226619.6296,102865.1852,78144.44444,43123.7037,10132.59259,764825,301945,2105,10.26315789,0.022789474
1997,9,31644.27778,29134.07407,2022.222222,87310,31180.74074,79766.66667,32729.07407,48681.48148,30784.81481,8921.111111,818135,283641.42,10960,10.27368421,0.024210526
1997,10,52736.2963,22240.74074,2428.333333,70575.92593,12438.17778,55097.03704,23765.49383,59496.2963,18825.18519,7124.074074,309210,362205,5440,9.621052632,0.024684211
1997,11,64456.79259,19771.11111,1925.185185,45085.18519,26539.41481,72650.37037,24271.85185,27585.18519,20396.66667,10808.51852,146295,137990,350.64,7.589473684,0.031105263
1997,12,44672,4427.97037,2007.592593,33588.88889,20202.22222,38118.51852,29947.77778,20207.40741,6075.555556,8035.555556,283942.8,146560.08,152,6.542105263,0.023421053
1998,1,67404.44444,8713.333333,2335.5,12022.22222,38106.2963,21970.37037,20815.55556,42340.74074,10458.14815,7205.555556,296175,136214,22,5.642105263,0.023315789
1998,2,70302.59259,7824.814815,830.7407407,29668.51852,68441.48148,43564.44444,9222.222222,36681.48148,18313.33333,9502.222222,143142,99243,0,4.905263158,0.024947368
1998,3,79741.2963,9371.481481,1545,197635.1852,147603.7037,123463.7037,9845.925926,136448.1481,22202.22222,11057.22222,30560,7949,0,4.984210526,0.015578947
1998,4,64030.74074,41214.07407,2240.925926,618158.1481,90960.38889,181208.8889,21290.18519,67810.18519,31983.7037,10352.03704,323535,267046,0,5.721052632,0.024368421
1998,5,59232.03704,6744.62963,909.3481481,182059.4444,99585.92593,75000.92593,28542.68519,60183.33333,14115.74074,9331.851852,508292,267523,0,6.931578947,0.018368421
1998,6,37528.88889,35666.66667,5119.059259,26224.07407,263091.6667,195650.9259,21214.05556,25398.14815,8258.518519,6796.111111,656399,340193,2968,9.994736842,0.022473684
1998,7,29514.07407,39907.22222,3938.574074,36304.62963,168204.2593,322044.6296,249261.6667,106362.963,13929.62963,16965.74074,511335,255179,11259,9.484210526,0.028578947
1998,8,44384.07407,28568.14815,5614.444444,34236.66667,64967.96296,121941.8519,35903.14815,71664.81481,27069.62963,7252.777778,941485,305019,7202,10.49473684,0.027578947
1998,9,48966.2963,10618.88889,6209.962963,20362.96296,20922.96296,102435.5556,70626.66667,62827.77778,8116.666667,4137.777778,264110,302259,5322,10.38421053,0.027263158
1998,10,38053.75926,4169.259259,1990.740741,18785.92593,267608.5185,56183.33333,23400.55556,19803.7037,8005.37037,6490.185185,421645,365175,2743,8.857894737,0.027210526
1998,11,41706.48148,1964.814815,1148.888889,14494.85185,99164.04444,109331.1111,21780.92593,25598.14815,6691.111111,4922.407407,163052,193717,711,7.710526316,0.021631579
1998,12,66436.11111,1455.185185,1318.888889,14221.2963,25742.96296,60460.92593,14514.81481,27196.48148,8819.62963,7105.740741,281890,127678,0,5.636842105,0.025263158
1999,1,42296.11852,1101.851852,452.2222222,12398.88889,37026.2963,25912.96296,17575.92593,39622.22222,14061.11111,4017.037037,230929,97870,22,5.042105263,0.025894737
1999,2,74741.76296,3674.966667,999.5,20979.25926,74093.88889,67972.40741,15623.33333,62020.37037,21020,5708.518519,145445,50797.49,0,4.536842105,0.030315789
1999,3,48181.75185,3509.814815,473.1481481,34211.11111,55489.44444,72975,11289.34074,66887.03704,18177.22222,4436.851852,168436,77167,0,4.110526316,0.022842105
1999,4,44239.07407,59114.07407,1494.62963,433758.3333,418834.6389,282695.3704,27548.98148,79500,28147.40741,10017.03704,314530,131508,0,5.178947368,0.015631579
1999,5,12629.25926,32203.51852,522.2222222,245559.0741,473871.1574,321934.6296,57969.07407,46105.55556,12100.92593,12872.03704,675340,270865,0,6.694736842,0.014684211
1999,6,3272.037037,27987.40741,738.8888889,32102.40741,368806.2963,223787.7778,26120.74074,50892.59259,22929.25926,5202.592593,747188,168415,5609,8.478947368,0.019368421
1999,7,1725.555556,88939.62963,6475.925926,21895.11111,314100.1852,200653.8889,119222.5926,55629.62963,15212.22222,5226.481481,798760,51335,25569,9.163157895,0.017578947
1999,8,8352.592593,35459.44444,7673.377778,135275.9259,299466.4185,145724.2593,183073.8889,117775.9259,10556.66667,5160.185185,1194316.9,159107,4867,10.04736842,0.021263158
1999,9,20850.55556,24913.33333,4865.555556,152907.7778,56002.96296,87423,28835.55556,138483.3333,17291.11111,6746.296296,601769,458499,4721,9.768421053,0.022789474
1999,10,26911.2037,9975.37037,1686.062963,20849.44444,40248.81481,80924.07407,32411.85185,48618.51852,6043.703704,5061.481481,443289,378396,1611,8.831578947,0.017526316
1999,11,37199.62963,10294.25926,1204.62963,20587.22222,33325.92593,96862.96296,40764.53333,56001.85185,9386.111111,3945,240496,202766,461,7.973684211,0.021947368
1999,12,44786.85185,2779.259259,577.962963,14206.85185,20922.59259,76510.18519,20196.48148,19374.07407,4873.703704,2452.337037,183827.8,81198.8,66,5.642105263,0.022578947
2000,1,77393.52407,4227.037037,1065.185185,28267.96296,21254.62963,36229.62963,27748.88889,23853.51852,9456.481481,7681.296296,237205,133834,0,4.857894737,0.019315789
2000,2,72477.77778,2592.592593,775.9259259,14888.14815,31974.81481,49410.74074,23465.37037,86401.85185,21312.40741,8136.496296,454581.44,342687.57,0,4.542105263,0.022894737
2000,3,74454.04815,16414.62963,1683.888889,43441.66667,118536.1111,115706.6667,15710.57037,120801.8519,30041.66667,7049.374074,89158.62,53928.82,0,4.536842105,0.017684211
2000,4,70592.2037,13755.74074,3715.37037,185176.2963,183909.4444,177101.8889,30220.92593,60144.44444,24900,7123.888889,317261,238805,0,5.394736842,0.013526316
2000,5,44424.62963,50310.22222,997.2222222,71206.66667,57904.62963,120465.7407,22492.77778,82757.40741,2594.444444,6952.037037,1055156.6,318296,44,7.452631579,0.016473684
2000,6,25520.37037,21392.81481,914.3703704,10387.22222,14906.66667,45487.96296,82786.11111,77631.48148,9245.555556,2682.962963,654379,127678,4862,8.978947368,0.018842105
2000,7,18010.74074,44310.74074,2862.814815,73585.18519,546287.3963,146234.0741,93944.1963,41107.40741,2668.518519,6320.740741,712110,153050,7692,10.14736842,0.022947368
2000,8,28653.88889,33262.77778,1602.207407,38030.02222,241462.7741,123900.3704,58748.7037,144551.8519,7153.037037,9058.518519,691294,342433,6534,9.894736842,0.020315789
2000,9,48737.2037,40981.33333,2079.444444,61045.55556,34294.44444,171565.7407,36047.77778,68814.81481,16449.62963,8843.703704,508780,285489,2528,9.715789474,0.022631579
2000,10,36023.33333,32896.48148,2271.388889,89051.85185,61231.48148,73983.33333,31542.22222,53692.59259,15809.25926,6589.259259,355780,420911,1391,9.336842105,0.036210526
2000,11,55044.25926,12743.14815,1491.844444,74345,121872.963,20115.37037,22090.18519,30885.18519,7286.666667,5248.148148,152877,162691,308,7.963157895,0.042947368
2000,12,42299.44444,5965,654.462963,25373.14815,70551.2963,22401.66667,22629.25926,23287.03704,7134.814815,6302.777778,191121,102946,88,6.673684211,0.034789474
2001,1,46308.51852,980.3703704,876.8518519,14432.96296,17101.2963,17488.88889,15391.24074,27454.81481,6811.851852,5335.740741,217295,95501,44,5.589473684,0.028684211
2001,2,83020.14074,1574.259259,622.6666667,17246.13333,26873.88889,38355.18519,10296.11111,43331.48148,14487.22222,5055.555556,97079,34334,22,5.057894737,0.028052632
2001,3,78027.59259,1973.888889,699.8148148,12955,49682.40741,58680.09074,12199.62963,97474.07407,23225,6797.237037,146474.16,55901,0,4.984210526,0.022421053
2001,4,71679.2963,6028.148148,637.7777778,14317.7037,73804.01481,92926.85185,12577.77778,60970.37037,41470.92593,9399.155556,91815,64659,22,5.847368421,0.025157895
2001,5,62357.03704,2781.296296,617.037037,10259.44444,144567.2222,81793.51852,25317.22222,40233.33333,11506.2963,14246.00741,355135,181629,22,6.531578947,0.025842105
2001,6,76635.43148,25933.37037,2019.564815,15894.81481,62110.92593,101136.8519,69625.18519,148775.9259,24789.81481,6340.555556,482324,241330,761,8.984210526,0.032842105
2001,7,49377.40741,51154.07407,5527.903704,155618.3333,211969.263,115650.1852,100948.3556,74390.74074,18532.40741,8912.592593,525025,299260,2266,10.15789474,0.028578947
2001,8,39319.12037,30832.03704,2341.851852,215772.2222,34899.81481,165800.5556,16041.85185,86709.25926,21346.66667,6405.925926,1075530,390478,8435,10.88421053,0.027421053
2001,9,44878.14815,11327.40741,3126.296296,36800.37037,4848.27037,79250.92593,35157.40741,83033.33333,10383.40741,5598.65,1473218.3,418184,5104.06,10.19473684,0.030736842
2001,10,35474.44444,2381.481481,1039.918519,19481.2963,11723.14815,31936.2963,12759.62963,33118.51852,9217.592593,3837.592593,202805,214723,3374,9.057894737,0.0228125
2001,11,42684.25926,10366.66667,1748.281481,28784.81481,27048.16296,9999.074074,15834.08889,13532.40741,12683.33333,6402.222222,348306,199972,577,8.521052632,0.029055556
2001,12,38839.44444,1899.659259,763.5185185,12782.65556,30431.2963,25150,17042.40741,8226.187037,2689.259259,5805.925926,194719,106294,265,6.563157895,0.031947368
2002,1,59494.44444,705.5555556,582.2222222,12027.96296,21541.48148,16272.40741,16828.34444,25985,11840.37037,7427.592593,141235,55840,66,4.857894737,0.033578947
2002,2,55205.92593,846.2962963,532.2703704,16544.44444,59360,33990.09074,15144.17778,54442.59259,15872.59259,10604.62963,62530,19156,0,4.594736842,0.032722222
2002,3,47589.44444,1306.355556,965.3703704,34090.74074,114005.9259,49448.97963,9933.333333,96157.40741,26831.2963,7913.888889,54223.4,28657.49,0,4.621052632,0.030157895
2002,4,39915.3037,11962.77778,1628.888889,248479.0741,601163.2222,128306.4815,17743.88889,170485.1852,125945.5556,12907.77778,1318214,491707,0,5.778947368,0.021052632
2002,5,25756.11111,19135.18519,993.262963,15189.07407,140446.4815,69756.11111,19631.11111,277196.2963,21416.2963,8458.148148,508074,239705,44,7.842105263,0.022736842
2002,6,8998.333333,21731.85185,1071.481481,3234.259259,240403.1185,110194.2593,7421.851852,140455.5556,19910.18519,4884.259259,604112,205674,1470,9.415789474,0.022
2002,7,16601.74074,121475.3704,6328.481481,22320.92593,245256.3333,207909.0741,224064.0537,109305.5556,22041.66667,9776.666667,591879.1,203820,4359,11.01052632,0.023578947
2002,8,38753.43704,64765,2259.859259,15709.81481,17670.15556,93227.03704,157444.6296,99694.44444,21669.81481,7977.777778,264294,185945,5691,10.94736842,0.025421053
2002,9,31858.72593,30817.59259,2199.496296,102748.8889,21429.82963,59461.66667,28141.48148,110111.1111,14482.40741,4439.259259,751611,361575,14519.06,10.83684211,0.026105263
2002,10,29390.18519,11790,2497.962963,15130.97037,51061.2963,100860.1852,10388.33333,83690.74074,26076.48148,7520.740741,222475,293524,3204,9.163157895,0.033789474
2002,11,35157.77778,6879.666667,3303.074074,12364.81481,50675.38519,45775.55556,16432.03704,23488.88889,14711.48148,2779.259259,193155,281229.8,376,8.005263158,0.031631579
2002,12,20646.52593,1015.925926,569.3722222,8876.046296,23331.86296,16863.88889,14222.12963,15609.25926,3714.074074,6297.777778,184650,68756,242,7.026666667,0.030052632
2003,1,26627.96296,2796.325926,2267.037037,21299.81481,18193.33333,43285.44444,11928.88889,31757.59259,7119.62963,2936.225926,92801,52336,22,5.894736842,0.025421053
2003,2,33999.81481,3085.185185,1493.703704,47675.18519,35442.22222,48480.77778,9144.444444,130685.7407,21902.96296,5809.62963,147185,40972,22,5.168421053,0.028473684
2003,3,24879.81481,2035.925926,3264.703704,32859.81481,71923.51852,99789.44444,17980,126174.0741,6270.185185,5458.888889,160725,60531,0,4.510526316,0.03
2003,4,23734.81481,15103.88889,10132.31481,1148223.306,140086.8519,112825.5556,35359.44444,53370.37037,98780.18519,10028.51852,292519,179615,0,5.247368421,0.019157895
2003,5,12766.2963,12786.2963,1747.222222,451640.9259,242381.8519,158875.1852,65237.77778,37434.25926,12475.18519,8009.444444,1760667.9,500618,24,7.289473684,0.018105263
2003,6,4208.974074,17563.14815,4640.907407,61735.39259,60377.77778,178232.1111,131276.4815,203207.4074,38292.44444,4505.925926,829420,196379,2789,9.2,0.019473684
2003,7,11196.66667,104663.7037,12104.25926,349854.2593,236458.2222,319506.2963,49766.33148,164987.037,10966.2963,5782.592593,886652.2,91878,2772.71,10.28947368,0.025421053
2003,8,84527.77778,15507.22222,6783.425926,89617.03704,17020.18519,130761.4815,52598.33333,47853.7037,7154.62963,7130,724525,178280,8212,11.37894737,0.024631579
2003,9,89365.00926,32376.85185,9612.592593,73688.33333,6999.444444,212803.3704,58965.18519,119009.2593,24324.44444,7439.074074,410937,372345,2523,10.61052632,0.025263158
2003,10,106132.4074,11211.85185,6148.148148,52316.2963,21792.52593,77422.03704,24342.03704,23718.51852,7433.703704,5903.518519,360954,309725.02,1413,8.589473684,0.024578947
2003,11,119512.75,5130.185185,10285.19815,42618.33333,35889.74074,148471.4815,14336.2037,38804.62963,18059.07407,4695,548703,247294,530,7.021052632,0.031947368
2003,12,35998.33333,763.9444444,1226.351852,27847.59259,28263.52593,95333.14815,30646.66667,12198.51852,3744.074074,4915.37037,343824,126191,201,6.1,0.028
2004,1,75841.22222,245.5555556,9120.555556,14991.11111,55950.75556,95823.33333,23340.55556,40246.2963,19647.77778,8259.62963,212813.4,94451.72,22,4.836842105,0.027368421
